timestamp,ax,ay,az,gx,gy,gz,delay_ms,classe_prevista,tempo_s,Fase,Classe_Prevista
1774299716381,0.0787593,-0.977029,0.161144,-0.10158099999999999,-0.0194244,0.025809799999999997,3.29279,3,68.824,Heel-off,3.0
1774299716394,0.0797672,-0.975141,0.162777,-0.10297800000000001,-0.0178681,0.0282072,3.26677,5,68.837,Heel-off,3.0
1774299716408,0.0787131,-0.974882,0.163154,-0.10738400000000001,-0.0159838,0.031236600000000003,3.2879,5,68.851,Heel-off,3.0
1774299716421,0.0780575,-0.978672,0.159083,-0.111367,-0.015053,0.032935599999999995,3.27566,5,68.864,Heel-off,3.0
1774299716435,0.0762454,-0.976796,0.159525,-0.11499000000000001,-0.0141658,0.0346464,3.55726,5,68.878,Heel-off,3.0
1774299716449,0.0740747,-0.97795,0.157769,-0.118816,-0.0134012,0.0358416,3.52728,5,68.892,Heel-off,3.0
1774299716462,0.0716787,-0.979565,0.155194,-0.12302300000000001,-0.0118017,0.0370254,3.27771,5,68.905,Heel-off,3.0
1774299716475,0.0710104,-0.980064,0.155656,-0.126044,-0.00985512,0.0371366,3.2986,5,68.918,Heel-off,3.0
1774299716489,0.0726134,-0.983637,0.153707,-0.131554,-0.00728557,0.0351649,3.28753,5,68.932,Heel-off,3.0
1774299716502,0.0749365,-0.985314,0.15322,-0.137418,-0.00425212,0.034596800000000004,3.29527,5,68.945,Heel-off,3.0
1774299716515,0.0785032,-0.987985,0.151602,-0.143207,-0.00234368,0.0366855,3.28671,5,68.958,Heel-off,3.0
1774299716529,0.0789778,-0.988094,0.152019,-0.149886,-0.0015785,0.0417998,3.34212,5,68.972,Heel-off,3.0
1774299716542,0.0791434,-0.989714,0.151125,-0.156572,-0.00250476,0.0466444,3.28736,5,68.985,Heel-off,3.0
1774299716556,0.0796113,-0.99247,0.150079,-0.164181,-0.0047278500000000005,0.0489136,3.2913,5,68.999,Heel-off,3.0
1774299716569,0.0807848,-0.995447,0.149441,-0.172073,-0.0081108,0.0500964,3.29277,5,69.012,Toe-off,4.0
1774299716582,0.0818537,-0.999362,0.15039,-0.180457,-0.013385000000000001,0.052938400000000004,3.2784,5,69.025,Toe-off,4.0
1774299716596,0.0820216,-1.00675,0.148447,-0.193238,-0.020577,0.0570383,3.2876,5,69.039,Toe-off,4.0
1774299716609,0.0825238,-1.01132,0.14771,-0.206677,-0.0290442,0.0615163,3.27897,5,69.052,Toe-off,4.0
1774299716623,0.0819577,-1.01796,0.148457,-0.222621,-0.0373918,0.0647625,3.28827,5,69.066,Toe-off,4.0
