t,mode,S,prom
5.625,5.0,5.0,-0.008334983442910017
5.635,5.0,5.0,-0.008148464816622436
5.645,5.0,5.0,-0.003874209220521152
5.655,5.0,5.0,-0.0011332864640280604
5.665,5.0,5.0,-0.002013441058807075
5.675,5.0,5.0,-0.002893595653586089
5.685,5.0,5.0,-0.0010140362894162536
5.695,5.0,5.0,0.0011305980384349822
5.705,5.0,5.0,-0.0007031877525150776
5.715,5.0,5.0,-0.0012063835747539995
5.725,5.0,5.0,-0.0017095793969929215
5.735,5.0,5.0,-0.0005382106872275471
5.745,5.0,5.0,-0.002616586280055344
5.755,5.0,5.0,-0.004316737898625434
5.765,5.0,5.0,-0.0023877652594819663
5.775,5.0,5.0,-0.0004587926203384996
5.785,5.0,5.0,0.0009040704229846595
5.795,5.0,5.0,0.00284254034049809
5.805,5.0,5.0,0.008554353239014744
5.815,5.0,5.0,0.013560947263613343
5.825,5.0,5.0,0.01856754128821194
5.835,5.0,5.0,0.021714935498312115
5.845,5.0,5.0,0.026497298525646328
5.855,5.0,5.0,0.030471141403540968
5.865,5.0,5.0,0.03163965367712081
5.875,5.0,5.0,0.03280816595070064
5.885,5.0,5.0,0.034565587900578974
5.896,5.0,5.0,0.03529113475233316
5.906,5.0,5.0,0.032481045462191105
5.916,5.0,5.0,0.03251282442361116
5.926,5.0,5.0,0.03254460338503122
5.936,5.0,5.0,0.0372246814891696
5.946,5.0,5.0,0.04020740482956171
5.956,5.0,5.0,0.043114598281681536
5.966,5.0,5.0,0.05063669085502624
5.976,5.0,5.0,0.05815878342837096
5.986,5.0,5.0,0.06565228179097175
5.996,5.0,5.0,0.07154790125787258
6.006,5.0,5.0,0.07883316576480867
6.016,5.0,5.0,0.08166873268783091
6.026,5.0,5.0,0.08450429961085318
6.036,5.0,5.0,0.08123295232653617
6.046,5.0,5.0,0.07956469878554344
6.056,5.0,5.0,0.07882081083953381
6.066,5.0,5.0,0.07354221232235432
6.076,5.0,5.0,0.06826361380517483
6.086,5.0,5.0,0.06252382136881351
6.096,5.0,5.0,0.059709408506751056
6.106,5.0,5.0,0.05499977953732014
6.116,5.0,5.0,0.04984406270086765
6.126,5.0,5.0,0.04468834586441517
6.136,5.0,5.0,0.04296148084104061
6.146,5.0,5.0,0.040971356257796285
6.156,5.0,5.0,0.03790077455341816
6.166,5.0,5.0,0.03768705278635025
